ms_snapshot_id,ms_ticket_url_id,ms_ticket_url,ms_scraped_at_utc,ms_status,ms_error_message,ms_event_name,ms_event_url,ms_venue,ms_city,ms_country,ms_event_date_local,ms_ticket_type_label,ms_currency,ms_listing_count,ms_wanted_count,ms_sold_count,ms_lowest_ask,ms_highest_ask,ms_median_ask,ms_average_ask,ms_new_listings_since_prev,ms_removed_listings_since_prev,ms_estimated_sale_speed_listings_per_hour,ms_raw_debug_json,ls_listing_snapshot_id,ls_listing_fingerprint,ls_quantity,ls_price_per_ticket,ls_currency,ls_raw_text,ls_seller_hint
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",24,https-www-ticketswap-com-listing-soenda-festival-2026-19767836-bf62c2eb7f-2-eur-99-19,2,99.19,EUR,2 tickets Regular €99.19 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",25,https-www-ticketswap-com-listing-soenda-festival-2026-19751107-90d93d4866-1-eur-101-18,1,101.18,EUR,1 ticket Regular €101.18 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",26,https-www-ticketswap-com-listing-soenda-festival-2026-19744951-f1601ddafb-1-eur-103-48,1,103.48,EUR,1 ticket Regular €103.48 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",27,https-www-ticketswap-com-listing-soenda-festival-2026-19744794-a38436901e-1-eur-103-60,1,103.6,EUR,1 ticket Regular €103.60 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",28,https-www-ticketswap-com-listing-soenda-festival-2026-19725710-93a8c3ebb9-3-eur-104-70,3,104.7,EUR,3 tickets Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",29,https-www-ticketswap-com-listing-soenda-festival-2026-19727202-0084b6481f-2-eur-104-70,2,104.7,EUR,2 tickets Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",30,https-www-ticketswap-com-listing-soenda-festival-2026-19736535-a6d3455880-2-eur-104-70,2,104.7,EUR,2 tickets Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",31,https-www-ticketswap-com-listing-soenda-festival-2026-19738425-f78581c970-1-eur-104-70,1,104.7,EUR,1 ticket Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",32,https-www-ticketswap-com-listing-soenda-festival-2026-19744576-9e9ff1a7b8-1-eur-104-70,1,104.7,EUR,1 ticket Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",33,https-www-ticketswap-com-listing-soenda-festival-2026-19754924-53d990f50d-2-eur-104-70,2,104.7,EUR,2 tickets Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",34,https-www-ticketswap-com-listing-soenda-festival-2026-19759169-a765325147-1-eur-104-70,1,104.7,EUR,1 ticket Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",35,https-www-ticketswap-com-listing-soenda-festival-2026-19764046-88a7af267a-2-eur-104-70,2,104.7,EUR,2 tickets Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",36,https-www-ticketswap-com-listing-soenda-festival-2026-19764793-fffc3c71e6-1-eur-104-70,1,104.7,EUR,1 ticket Regular €104.70 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",37,https-www-ticketswap-com-listing-soenda-festival-2026-19730530-6e4afa0798-1-eur-105-80,1,105.8,EUR,1 ticket Regular €105.80 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",38,https-www-ticketswap-com-listing-soenda-festival-2026-19734283-09ce9ba8a7-1-eur-108-01,1,108.01,EUR,1 ticket Regular €108.01 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",39,https-www-ticketswap-com-listing-soenda-festival-2026-19739193-198dd8e1c8-2-eur-108-01,2,108.01,EUR,2 tickets Regular €108.01 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",40,https-www-ticketswap-com-listing-soenda-festival-2026-19760613-77a50d8ccc-1-eur-108-01,1,108.01,EUR,1 ticket Regular €108.01 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",41,https-www-ticketswap-com-listing-awakenings-festival-2026-19766307-c070775951-1-eur-99-19,1,99.19,EUR,1 ticket Sunday Ticket － Early Bird €99.19 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",42,https-www-ticketswap-com-listing-awakenings-festival-2026-19405257-e5ee4bb6d4-2-eur-98-70,2,98.7,EUR,2 tickets Sunday Ticket － Early Bird €98.70 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",43,https-www-ticketswap-com-listing-awakenings-festival-2026-19008906-67ce06aef5-2-eur-100-45,2,100.45,EUR,2 tickets Sunday Ticket － Early Bird €100.45 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",44,https-www-ticketswap-com-listing-awakenings-festival-2026-19344729-0ae480b539-4-eur-100-45,4,100.45,EUR,4 tickets Sunday Ticket － Early Bird €100.45 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",45,https-www-ticketswap-com-listing-awakenings-festival-2026-19447636-e11d89c27e-2-eur-100-45,2,100.45,EUR,2 tickets Sunday Ticket － Early Bird €100.45 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",46,https-www-ticketswap-com-listing-awakenings-festival-2026-19477919-e38a78d8c7-2-eur-100-45,2,100.45,EUR,2 tickets Sunday Ticket － Early Bird €100.45 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",47,https-www-ticketswap-com-listing-awakenings-festival-2026-19557347-ab0bd6e04b-4-eur-100-45,4,100.45,EUR,4 tickets Sunday Ticket － Early Bird €100.45 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",48,https-www-ticketswap-com-listing-awakenings-festival-2026-19566290-dd5caa2944-2-eur-100-45,2,100.45,EUR,2 tickets Sunday Ticket － Early Bird €100.45 / ticket,Avatar
13,1,https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999,2026-04-11T11:37:16Z,ok,,Awakenings Festival 2026,,Awakenings Festival 2026,Beekse Bergen,Hilvarenbeek,2026-07-12,Sunday Ticket - Early Bird,EUR,14,2081,17,98.7,100.45,100.45,100.235,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/awakenings-festival-2026-hilvarenbeek-beekse-bergen-2026-07-10-TXJX6gNaqqsGTTbeAH4xcK/sunday-ticket-early-bird/5601999"", ""page_title"": ""Awakenings Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [99.19, 98.7, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45, 100.45]}",49,https-www-ticketswap-com-listing-awakenings-festival-2026-19576258-737c169ad5-6-eur-100-45,6,100.45,EUR,6 tickets Sunday Ticket － Early Bird €100.45 / ticket,Avatar
