ms_snapshot_id,ms_ticket_url_id,ms_ticket_url,ms_scraped_at_utc,ms_status,ms_error_message,ms_event_name,ms_event_url,ms_venue,ms_city,ms_country,ms_event_date_local,ms_ticket_type_label,ms_currency,ms_listing_count,ms_wanted_count,ms_sold_count,ms_lowest_ask,ms_highest_ask,ms_median_ask,ms_average_ask,ms_new_listings_since_prev,ms_removed_listings_since_prev,ms_estimated_sale_speed_listings_per_hour,ms_raw_debug_json,ls_listing_snapshot_id,ls_listing_fingerprint,ls_quantity,ls_price_per_ticket,ls_currency,ls_raw_text,ls_seller_hint
7,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:10:18Z,ok,,Kralingse Bos Festival 2026,,How to sell,Become a partner,Sell your tickets,2026-04-27,Koningsdag,EUR,7,90,21,50.7,62.82,56.21,57.62571428571429,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""saved-html-replay"", ""prices_sample"": [50.7, 56.21, 56.21, 56.21, 58.41, 62.82, 62.82]}",5,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19732772-39c835aca0-1-eur-58-41,1,58.41,EUR,"1 ticket Koningsdag ""Ik wil mijn ticket verkopen."" €58.41 / ticket",Avatar
7,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:10:18Z,ok,,Kralingse Bos Festival 2026,,How to sell,Become a partner,Sell your tickets,2026-04-27,Koningsdag,EUR,7,90,21,50.7,62.82,56.21,57.62571428571429,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""saved-html-replay"", ""prices_sample"": [50.7, 56.21, 56.21, 56.21, 58.41, 62.82, 62.82]}",6,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-18946528-1aa2b21303-1-eur-62-82,1,62.82,EUR,"1 ticket Koningsdag ""Have Fun"" €62.82 / ticket",Avatar
7,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:10:18Z,ok,,Kralingse Bos Festival 2026,,How to sell,Become a partner,Sell your tickets,2026-04-27,Koningsdag,EUR,7,90,21,50.7,62.82,56.21,57.62571428571429,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""saved-html-replay"", ""prices_sample"": [50.7, 56.21, 56.21, 56.21, 58.41, 62.82, 62.82]}",7,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19588580-5a17ddbf00-1-eur-62-82,1,62.82,EUR,"1 ticket Koningsdag ""ticket over iemand heeft afgezegd"" €62.82 / ticket",Avatar
8,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:36:24Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Koningsdag,EUR,7,91,23,50.7,62.82,56.21,57.46857142857142,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [50.7, 55.11, 56.21, 56.21, 58.41, 62.82, 62.82]}",8,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19745443-82c7258b7a-3-eur-50-70,3,50.7,EUR,"3 tickets Koningsdag ""(Ook per stuk te koop) We kunnen helaas zelf niet meer gaan, have fun!"" €50.70 / ticket",Avatar
8,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:36:24Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Koningsdag,EUR,7,91,23,50.7,62.82,56.21,57.46857142857142,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [50.7, 55.11, 56.21, 56.21, 58.41, 62.82, 62.82]}",9,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19739080-0be640a9cb-3-eur-55-11,3,55.11,EUR,3 tickets Koningsdag €55.11 / ticket,Avatar
8,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:36:24Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Koningsdag,EUR,7,91,23,50.7,62.82,56.21,57.46857142857142,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [50.7, 55.11, 56.21, 56.21, 58.41, 62.82, 62.82]}",10,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19724855-2d356127ea-4-eur-56-21,4,56.21,EUR,"4 tickets Koningsdag ""Groepsticket. We hebben besloten ergens anders heen te gaan."" €56.21 / ticket",Avatar
8,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:36:24Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Koningsdag,EUR,7,91,23,50.7,62.82,56.21,57.46857142857142,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [50.7, 55.11, 56.21, 56.21, 58.41, 62.82, 62.82]}",11,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19743070-8c18f1f9a8-1-eur-56-21,1,56.21,EUR,"1 ticket Koningsdag ""konings dag ticket te koop ik ga niet meer"" €56.21 / ticket",Avatar
8,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:36:24Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Koningsdag,EUR,7,91,23,50.7,62.82,56.21,57.46857142857142,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [50.7, 55.11, 56.21, 56.21, 58.41, 62.82, 62.82]}",12,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19732772-39c835aca0-1-eur-58-41,1,58.41,EUR,"1 ticket Koningsdag ""Ik wil mijn ticket verkopen."" €58.41 / ticket",Avatar
8,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:36:24Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Koningsdag,EUR,7,91,23,50.7,62.82,56.21,57.46857142857142,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [50.7, 55.11, 56.21, 56.21, 58.41, 62.82, 62.82]}",13,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-18946528-1aa2b21303-1-eur-62-82,1,62.82,EUR,"1 ticket Koningsdag ""Have Fun"" €62.82 / ticket",Avatar
8,2,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356,2026-04-11T11:36:24Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Koningsdag,EUR,7,91,23,50.7,62.82,56.21,57.46857142857142,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsdag/5923356"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [50.7, 55.11, 56.21, 56.21, 58.41, 62.82, 62.82]}",14,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19588580-5a17ddbf00-1-eur-62-82,1,62.82,EUR,"1 ticket Koningsdag ""ticket over iemand heeft afgezegd"" €62.82 / ticket",Avatar
9,3,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsnacht/5803609,2026-04-11T11:36:33Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-26,Koningsnacht,EUR,2,72,14,41.88,46.29,44.085,44.085,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsnacht/5803609"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [41.88, 46.29]}",15,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19492143-dcb3162bbc-2-eur-41-88,2,41.88,EUR,2 tickets Koningsnacht €41.88 / ticket,Avatar
9,3,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsnacht/5803609,2026-04-11T11:36:33Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-26,Koningsnacht,EUR,2,72,14,41.88,46.29,44.085,44.085,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/koningsnacht/5803609"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [41.88, 46.29]}",16,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19078949-d7d96da33c-1-eur-46-29,1,46.29,EUR,"1 ticket Koningsnacht ""Koningsnacht ticket 2x"" €46.29 / ticket",Avatar
10,4,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357,2026-04-11T11:36:44Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Early Entrance | Koningsdag,EUR,4,71,5,55.11,59.51,57.31,57.31,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [55.11, 55.11, 59.51, 59.51]}",17,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19666986-81d87685d9-1-eur-55-11,1,55.11,EUR,1 ticket Early Entrance | Koningsdag €55.11 / ticket,Avatar
10,4,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357,2026-04-11T11:36:44Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Early Entrance | Koningsdag,EUR,4,71,5,55.11,59.51,57.31,57.31,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [55.11, 55.11, 59.51, 59.51]}",18,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19684894-4f7d383991-2-eur-55-11,2,55.11,EUR,2 tickets Early Entrance | Koningsdag €55.11 / ticket,Avatar
10,4,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357,2026-04-11T11:36:44Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Early Entrance | Koningsdag,EUR,4,71,5,55.11,59.51,57.31,57.31,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [55.11, 55.11, 59.51, 59.51]}",19,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19684685-faa9c0092e-1-eur-59-51,1,59.51,EUR,1 ticket Early Entrance | Koningsdag €59.51 / ticket,Avatar
10,4,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357,2026-04-11T11:36:44Z,ok,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,2026-04-27,Early Entrance | Koningsdag,EUR,4,71,5,55.11,59.51,57.31,57.31,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/early-entrance-koningsdag/5923357"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [55.11, 55.11, 59.51, 59.51]}",20,https-www-ticketswap-com-listing-kralingse-bos-festival-2026-19684724-7d7b7bb4f7-1-eur-59-51,1,59.51,EUR,1 ticket Early Entrance | Koningsdag €59.51 / ticket,Avatar
11,5,https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/combiticket-kingsnight-kingsday/5923347,2026-04-11T11:36:55Z,no_data,,Kralingse Bos Festival 2026,,Kralingse Bos Festival 2026,Kralingse Bos,Rotterdam,,Combiticket: Kingsnight + Kingsday,,0,68,0,,,,,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/kralingse-bos-festival-2026-rotterdam-kralingse-bos-2026-04-26-CYZPHLwGXot6LZ23j3Ee4/combiticket-kingsnight-kingsday/5923347"", ""page_title"": ""Kralingse Bos Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": []}",,,,,,,
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",21,https-www-ticketswap-com-listing-soenda-festival-2026-19768689-e0cc110843-1-eur-98-09,1,98.09,EUR,1 ticket Regular €98.09 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",22,https-www-ticketswap-com-listing-soenda-festival-2026-19755249-a91b536f90-4-eur-99-19,4,99.19,EUR,4 tickets Regular €99.19 / ticket,Avatar
12,7,https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146,2026-04-11T11:37:05Z,ok,,Soenda Festival 2026,,Soenda Festival 2026,Ruigenhoekse Polder,Utrecht,2026-05-30,Regular,EUR,20,1647,,98.09,108.01,104.7,103.80250000000001,,,,"{""url"": ""https://www.ticketswap.com/festival-tickets/soenda-festival-2026-utrecht-ruigenhoekse-polder-2026-05-30-5D4Kfqx4CYJuQi9gUvyyno/regular-tickets/4785146"", ""page_title"": ""Soenda Festival 2026 – Buy and sell tickets – TicketSwap"", ""prices_sample"": [98.09, 99.19, 99.19, 99.19, 101.18, 103.48, 103.6, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 104.7, 105.8, 108.01, 108.01, 108.01]}",23,https-www-ticketswap-com-listing-soenda-festival-2026-19766839-34bb905e3a-1-eur-99-19,1,99.19,EUR,1 ticket Regular €99.19 / ticket,Avatar
